label,trend,seasonal,hike_effect,covid_main_effect,covid_wave1_effect,covid_2021_effect,fitted,residual
2015-10-01,12.62762326381338,-0.013199573375198292,-0.0,0.0,0.0,0.0,12.614423690438182,-0.006505813990246523
2015-11-01,12.63169414635893,0.0498242528909081,-0.0,0.0,0.0,0.0,12.681518399249837,-0.0027177140525793675
2015-12-01,12.636703085663713,0.3214359742248702,-0.0,0.0,0.0,0.0,12.958139059888584,-0.006673143465167897
2016-01-01,12.644015328548052,-0.1236629977715584,-0.0,0.0,0.0,0.0,12.520352330776493,0.0013008312323403715
2016-02-01,12.650878593405956,-0.11076449014198472,-0.0,0.0,0.0,0.0,12.54011410326397,0.011751491487737908
2016-03-01,12.653685751234383,-0.025704409523305223,-0.0,0.0,0.0,0.0,12.627981341711077,-0.0012824347249047463
2016-04-01,12.656935564142097,-0.03755746467099133,-0.0,0.0,0.0,0.0,12.619378099471106,0.007527626298230672
2016-05-01,12.657587169895354,-0.06493869430996001,-0.0,0.0,0.0,0.0,12.592648475585394,-0.007906544734218812
2016-06-01,12.660967794615663,0.0021180528854510125,-0.0,0.0,0.0,0.0,12.663085847501115,-0.007480173065713913
2016-07-01,12.666930272434966,0.11528101370894622,-0.0,0.0,0.0,0.0,12.782211286143912,-0.0082627755249014
2016-08-01,12.675744723694107,-0.056993058397433724,-0.0,0.0,0.0,0.0,12.618751665296674,-0.006557460502884638
2016-09-01,12.68682254361427,-0.059516028284852945,-0.0,0.0,0.0,0.0,12.627306515329417,-0.01383064106082088
2016-10-01,12.702674125230477,-0.005862510743282639,-0.0,0.0,0.0,0.0,12.696811614487194,0.0051882222670034395
2016-11-01,12.7167349542259,0.048475971273226524,-0.0,0.0,0.0,0.0,12.765210925499128,0.006584536335324742
2016-12-01,12.728523078446866,0.31104201852848623,-0.0,0.0,0.0,0.0,13.039565096975352,0.006325360142481529
2017-01-01,12.738127951884753,-0.1129624183475355,-0.0,0.0,0.0,0.0,12.625165533537217,0.012647319735512141
2017-02-01,12.743367498306622,-0.1157755807257823,-0.0,0.0,0.0,0.0,12.62759191758084,0.004898129032145704
2017-03-01,12.746916411053041,-0.022645999841396123,-0.0,0.0,0.0,0.0,12.724270411211645,-0.0026741945715915705
2017-04-01,12.751388336871615,-0.04019607702613595,-0.0,0.0,0.0,0.0,12.711192259845479,0.007299738789143362
2017-05-01,12.753340693479245,-0.058356537065103235,-0.0,0.0,0.0,0.0,12.694984156414142,0.00033086121479719566
2017-06-01,12.755178843926961,0.00011389632827066417,-0.0,0.0,0.0,0.0,12.755292740255232,0.004788574086465047
2017-07-01,12.755364173620704,0.1119891917832774,-0.0,0.0,0.0,0.0,12.86735336540398,-0.006209308166091887
2017-08-01,12.757692688805795,-0.05888291318281549,-0.0,0.0,0.0,0.0,12.69880977562298,-0.008787450652231854
2017-09-01,12.763054255633643,-0.05659732561090531,-0.0,0.0,0.0,0.0,12.706456930022737,0.008725868694805072
2017-10-01,12.765404013122664,-0.002249511876442165,-0.022569525510986056,0.0,0.0,0.0,12.740584975735235,0.00027490732943569185
2017-11-01,12.767658877103177,0.04677784519182696,-0.022569525510986056,0.0,0.0,0.0,12.791867196784017,-0.001932243243880194
2017-12-01,12.770580662967173,0.30203881333887095,-0.022569525510986056,0.0,0.0,0.0,13.050049950795058,0.00365978329222294
2018-01-01,12.772239238519292,-0.10523540762688749,-0.022569525510986056,0.0,0.0,0.0,12.644434305381418,-0.0019406676226356723
2018-02-01,12.77456764365589,-0.1207492950851044,-0.022569525510986056,0.0,0.0,0.0,12.6312488230598,0.002497158827209134
2018-03-01,12.776034127598997,-0.01587964877076527,-0.022569525510986056,0.0,0.0,0.0,12.737584953317246,-0.0042691915990111795
2018-04-01,12.778974149697293,-0.046415108272595366,-0.022569525510986056,0.0,0.0,0.0,12.70998951591371,-0.01166874469110013
2018-05-01,12.78594172376831,-0.04935966950724184,-0.022569525510986056,0.0,0.0,0.0,12.714012528750082,0.020816027871937592
2018-06-01,12.785724473396614,-0.00515639504982866,-0.022569525510986056,0.0,0.0,0.0,12.757998552835799,-0.0029782506376019313
2018-07-01,12.786535181882059,0.11047666111188571,-0.022569525510986056,0.0,0.0,0.0,12.874442317482957,0.0009176117128184558
2018-08-01,12.78702916205386,-0.05652696425963501,-0.022569525510986056,0.0,0.0,0.0,12.707932672283238,0.00949845501887836
2018-09-01,12.78424466875972,-0.05916549294443842,-0.022569525510986056,0.0,0.0,0.0,12.702509650304295,-0.02885505542958633
2018-10-01,12.791419719585795,0.0026829527035746852,-0.022569525510986056,0.0,0.0,0.0,12.771533146778383,0.02261223384304145
2018-11-01,12.790789972927142,0.04672787071681001,-0.022569525510986056,0.0,0.0,0.0,12.814948318132965,0.006615325266110972
