model,spec_name,target_col,target_scale_training,horizon,input_size,hidden_size,n_head,encoder_layers,decoder_layers,conv_hidden_size,moving_avg_window,max_steps,random_seed,forecast_type,information_set,note,version_neuralforecast,version_pytorch_lightning,version_torch,version_ray_stub_used,train_seconds
autoformer_neuralforecast,neuralforecast_autoformer_minimal,y,log,26,24,16,2,1,1,16,13,200,42,unconditional,unconditional,NeuralForecast Autoformer library baseline; fixed B only; no exogenous variables.,3.1.9,2.5.6,2.12.1+cpu,True,1.6377823000075296
