model,split,forecast_type,information_set,spec_name,used_exog_columns,input_size,hidden_size,max_steps,n_head,encoder_layers,decoder_layers,moving_avg_window,random_seed,neuralforecast_version,torch_version,ray_stub_used,training_time_seconds,status,error
autoformer_neuralforecast_exog,fixed_b,conditional,conditional_exog_known,neuralforecast_autoformer_exog_baseline_m4,"hike_dummy,covid_main,covid_wave1,covid_2021,post_stat_change",24,32,200,2,1,1,13,42,3.1.9,2.12.1+cpu,True,8.95858680002857,success,
