model,rmse,mae,mape,mase
ssm_conditional,8112.663937320832,6756.339866520132,1.7185000574545841,0.5402123071658276
ssm_fixed_slope,8135.054127029368,6728.931778139262,1.7109706675630598,0.538020856328281
